Full date (TH),% change,A1,A2,A3,A4,A5,A6,A7,A8,A9,A0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B0,Label
2/25/2015,-1.00%,Feb,Apr,Mar,Jan,Jul,Mar,Nov,Sep,Feb,Mar,Jan,Dec,Sep,May,Jan,Sep,Sep,Jun,Oct,Feb,0
2/26/2015,1.03%,Feb,May,Mar,Jan,Jul,Mar,Nov,Sep,Feb,Mar,Jan,Apr,Oct,Jun,Jan,Sep,Sep,Jun,Oct,Feb,1
2/27/2015,0.29%,Feb,May,Mar,Jan,Jul,Mar,Nov,Sep,Feb,Mar,Feb,Sep,Oct,Jun,Jan,Sep,Sep,Jun,Oct,Feb,0
2/28/2015,0.48%,Feb,Jun,Mar,Jan,Jul,Mar,Nov,Sep,Feb,Mar,Feb,Jan,Oct,Jul,Jan,Oct,Sep,Jun,Oct,Feb,0
3/3/2015,-0.12%,Feb,Jul,Mar,Jan,Jul,Mar,Nov,Sep,Feb,Mar,Mar,Dec,Nov,Aug,Jan,Nov,Sep,Jun,Oct,Feb,0
3/4/2015,0.02%,Feb,Aug,Mar,Jan,Jul,Mar,Nov,Sep,Jan,Mar,Mar,Apr,Nov,Sep,Jan,Nov,Sep,Jun,Sep,Feb,0
3/5/2015,-1.09%,Feb,Aug,Mar,Jan,Jul,Mar,Nov,Sep,Jan,Mar,Mar,Jul,Nov,Sep,Jan,Dec,Sep,Jun,Sep,Feb,-1
3/6/2015,0.21%,Feb,Aug,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,Apr,Nov,Dec,Oct,Jan,Dec,Sep,Jun,Sep,Feb,0
3/7/2015,-2.18%,Feb,Sep,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,Apr,Feb,Dec,Oct,Jan,Dec,Sep,Jun,Sep,Feb,-1
3/10/2015,-0.62%,Feb,Oct,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,May,Jan,Dec,Dec,Jan,Jan,Sep,May,Aug,Feb,0
3/11/2015,-0.56%,Feb,Oct,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,May,May,Jan,Dec,Jan,Feb,Sep,May,Aug,Feb,0
3/12/2015,-1.03%,Feb,Nov,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,Jun,Sep,Jan,Jan,Jan,Feb,Sep,May,Aug,Feb,-1
3/13/2015,0.20%,Feb,Nov,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,Jun,Jan,Jan,Jan,Jan,Mar,Sep,May,Aug,Feb,0
3/14/2015,-0.02%,Feb,Dec,Mar,Feb,Jul,Mar,Nov,Sep,Jan,Mar,Jun,May,Jan,Feb,Jan,Mar,Sep,May,Aug,Feb,0
3/17/2015,-0.11%,Mar,Jan,Mar,Feb,Jul,Apr,Nov,Sep,Jan,Mar,Jul,May,Feb,Apr,Jan,Apr,Sep,May,Jul,Feb,0
3/18/2015,0.00%,Mar,Jan,Mar,Feb,Jul,Apr,Nov,Sep,Jan,Mar,Jul,Sep,Feb,Apr,Jan,Apr,Sep,May,Jul,Feb,0
3/19/2015,-0.30%,Mar,Feb,Mar,Feb,Jul,Apr,Nov,Sep,Jan,Mar,Aug,Feb,Feb,May,Jan,May,Sep,May,Jul,Feb,0
3/20/2015,1.63%,Mar,Feb,Mar,Feb,Jul,Apr,Nov,Sep,Jan,Mar,Aug,Jun,Mar,May,Jan,May,Sep,May,Jul,Feb,1
3/21/2015,1.47%,Mar,Mar,Mar,Feb,Jul,Apr,Nov,Sep,Jan,Mar,Aug,Oct,Mar,Jun,Jan,May,Sep,May,Jul,Feb,1
3/24/2015,0.27%,Mar,Apr,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Sep,Nov,Apr,Jul,Jan,Jul,Sep,May,Jun,Feb,0
3/25/2015,0.44%,Mar,May,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Sep,Mar,Apr,Aug,Dec,Jul,Sep,May,Jun,Feb,0
3/26/2015,0.34%,Mar,May,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Oct,Jul,Apr,Sep,Dec,Jul,Sep,May,Jun,Feb,0
3/27/2015,0.63%,Mar,Jun,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Oct,Nov,Apr,Sep,Dec,Aug,Sep,May,Jun,Feb,0
3/28/2015,-0.62%,Mar,Jun,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Oct,Mar,Apr,Oct,Dec,Aug,Sep,May,Jun,Feb,0
3/31/2015,-0.86%,Mar,Jul,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Nov,Feb,May,Nov,Dec,Sep,Sep,May,May,Feb,0
4/1/2015,0.13%,Mar,Aug,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Dec,Jun,May,Dec,Dec,Oct,Sep,May,May,Feb,0
4/2/2015,0.84%,Mar,Aug,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Dec,Oct,May,Jan,Dec,Oct,Sep,May,May,Mar,0
4/3/2015,0.13%,Mar,Sep,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Dec,Jan,Jun,Jan,Dec,Oct,Sep,May,May,Mar,0
4/4/2015,0.00%,Mar,Sep,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Dec,May,Jun,Feb,Dec,Nov,Sep,May,Apr,Mar,0
4/7/2015,0.00%,Mar,Oct,Apr,Mar,Jul,Apr,Nov,Sep,Jan,Mar,Jan,Apr,Jul,Mar,Dec,Dec,Sep,May,Apr,Mar,0
4/8/2015,1.04%,Mar,Nov,Apr,Apr,Jul,Apr,Nov,Sep,Jan,Mar,Feb,Aug,Jul,Apr,Dec,Dec,Sep,May,Apr,Mar,1
4/9/2015,-0.31%,Mar,Nov,Apr,Apr,Jul,Apr,Nov,Sep,Jan,Mar,Feb,Dec,Jul,Apr,Dec,Dec,Sep,May,Apr,Mar,0
4/10/2015,-1.03%,Mar,Dec,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Feb,Apr,Jul,May,Dec,Jan,Sep,May,Mar,Mar,-1
4/11/2015,1.05%,Mar,Dec,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Feb,Aug,Jul,May,Dec,Jan,Sep,May,Mar,Mar,1
4/14/2015,-0.70%,Mar,Jan,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Mar,Aug,Aug,Jul,Dec,Feb,Sep,May,Mar,Mar,0
4/15/2015,-0.35%,Apr,Feb,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Apr,Dec,Aug,Jul,Dec,Mar,Sep,May,Mar,Mar,0
4/16/2015,-0.15%,Apr,Feb,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Apr,May,Aug,Aug,Dec,Mar,Sep,May,Feb,Mar,0
4/17/2015,0.96%,Apr,Mar,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Apr,Sep,Sep,Aug,Dec,Mar,Sep,May,Feb,Mar,0
4/18/2015,-0.08%,Apr,Mar,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,May,Jan,Sep,Sep,Dec,Apr,Sep,May,Feb,Mar,0
4/21/2015,-0.57%,Apr,May,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,May,Feb,Oct,Oct,Dec,May,Aug,May,Feb,Mar,0
4/22/2015,-0.10%,Apr,May,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Jun,Jun,Oct,Oct,Dec,May,Aug,May,Feb,Mar,0
4/23/2015,-0.51%,Apr,Jun,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Jun,Oct,Oct,Nov,Dec,May,Aug,May,Jan,Mar,0
4/24/2015,-0.29%,Apr,Jun,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Jun,Feb,Oct,Nov,Dec,Jun,Aug,May,Jan,Mar,0
4/25/2015,-0.23%,Apr,Jun,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Jul,Jun,Oct,Nov,Dec,Jun,Aug,May,Jan,Mar,0
4/28/2015,1.44%,Apr,Aug,Apr,Apr,Jul,May,Nov,Sep,Jan,Mar,Jul,May,Nov,Dec,Dec,Jul,Aug,May,Jan,Mar,1
4/29/2015,0.75%,Apr,Aug,Apr,May,Jul,May,Nov,Sep,Dec,Mar,Aug,Sep,Nov,Jan,Dec,Jul,Aug,May,Dec,Mar,0
4/30/2015,0.00%,Apr,Aug,Apr,May,Jul,May,Nov,Sep,Dec,Mar,Aug,Dec,Nov,Jan,Dec,Aug,Aug,May,Dec,Mar,0
5/1/2015,-2.38%,Apr,Sep,Apr,May,Jul,May,Nov,Sep,Dec,Mar,Aug,Apr,Dec,Feb,Jan,Aug,Aug,May,Dec,Mar,-1
5/2/2015,-0.36%,Apr,Sep,Apr,May,Jul,May,Nov,Sep,Dec,Mar,Sep,Aug,Dec,Feb,Jan,Aug,Aug,May,Dec,Mar,0
5/5/2015,0.00%,Apr,Nov,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Oct,Jul,Jan,Feb,Jan,Oct,Aug,May,Nov,Mar,0
5/6/2015,1.79%,Apr,Nov,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Oct,Oct,Jan,Feb,Jan,Oct,Aug,May,Nov,Mar,1
5/7/2015,-0.23%,Apr,Nov,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Oct,Feb,Jan,Feb,Jan,Oct,Aug,May,Nov,Mar,0
5/8/2015,-0.61%,Apr,Dec,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Oct,Jun,Jan,Mar,Jan,Nov,Aug,May,Nov,Mar,0
5/9/2015,-0.08%,Apr,Dec,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Nov,Oct,Jan,Mar,Jan,Nov,Aug,May,Nov,Mar,0
5/12/2015,0.27%,Apr,Feb,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Dec,Nov,Feb,Mar,Jan,Dec,Aug,Apr,Oct,Mar,0
5/13/2015,0.19%,Apr,Feb,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Dec,Mar,Feb,Mar,Jan,Jan,Aug,Apr,Oct,Mar,0
5/14/2015,1.59%,Apr,Mar,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Dec,Jul,Mar,Feb,Jan,Jan,Aug,Apr,Oct,Mar,1
5/15/2015,1.20%,Apr,Mar,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Dec,Dec,Mar,Feb,Jan,Jan,Aug,Apr,Oct,Mar,1
5/16/2015,-0.37%,May,Apr,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Jan,Apr,Mar,Feb,Jan,Feb,Aug,Apr,Oct,Mar,0
5/19/2015,0.25%,May,May,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Feb,May,Apr,Feb,Jan,Mar,Aug,Apr,Sep,Mar,0
5/20/2015,-0.75%,May,May,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Feb,Sep,Apr,Jan,Jan,Mar,Aug,Apr,Sep,Mar,0
5/21/2015,-0.31%,May,Jun,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Feb,Jan,Apr,Jan,Jan,Apr,Aug,Apr,Sep,Mar,0
5/22/2015,-0.45%,May,Jun,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Feb,May,Apr,Jan,Jan,Apr,Aug,Apr,Sep,Mar,0
5/23/2015,-0.07%,May,Jul,May,May,Jul,Jun,Nov,Sep,Dec,Mar,Mar,Aug,Apr,Jan,Jan,Apr,Aug,Apr,Sep,Mar,0
5/26/2015,0.00%,May,Aug,May,Apr,Jul,Jun,Nov,Sep,Dec,Mar,Apr,Aug,May,Dec,Jan,May,Aug,Apr,Aug,Mar,0
5/27/2015,-1.55%,May,Aug,May,Apr,Jul,Jun,Nov,Sep,Dec,Mar,Apr,Nov,May,Dec,Jan,May,Aug,Apr,Aug,Mar,-1
5/28/2015,0.04%,May,Sep,May,Apr,Jul,Jun,Nov,Sep,Dec,Mar,Apr,Mar,May,Dec,Jan,Jun,Aug,Apr,Aug,Mar,0
5/29/2015,-0.07%,May,Sep,May,Apr,Jul,Jun,Nov,Sep,Dec,Mar,Apr,Jun,Jun,Dec,Jan,Jun,Aug,Apr,Aug,Mar,0
5/30/2015,0.54%,May,Oct,May,Apr,Jul,Jun,Nov,Sep,Dec,Mar,May,Oct,Jun,Dec,Jan,Jun,Aug,Apr,Jul,Mar,0
6/2/2015,0.71%,May,Nov,May,Apr,Jul,Jul,Nov,Sep,Dec,Mar,Jun,Sep,Jul,Dec,Jan,Jul,Jul,Apr,Jul,Mar,0
6/3/2015,-0.59%,May,Nov,May,Apr,Jul,Jul,Nov,Sep,Dec,Mar,Jun,Jan,Jul,Dec,Feb,Jul,Jul,Apr,Jul,Mar,0
6/4/2015,-0.23%,May,Dec,May,Apr,Jul,Jul,Nov,Sep,Dec,Mar,Jun,May,Jul,Dec,Feb,Aug,Jul,Apr,Jul,Mar,0
6/5/2015,-1.18%,May,Dec,May,Apr,Jul,Jul,Nov,Sep,Dec,Mar,Jun,Sep,Jul,Dec,Feb,Aug,Jul,Apr,Jul,Mar,-1
6/6/2015,-0.97%,May,Jan,May,Apr,Jul,Jul,Nov,Sep,Dec,Mar,Jul,Jan,Jul,Dec,Feb,Aug,Jul,Apr,Jun,Mar,0
6/9/2015,0.70%,May,Feb,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Aug,Feb,Aug,Jan,Feb,Sep,Jul,Apr,Jun,Mar,0
6/10/2015,0.39%,May,Feb,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Aug,Jun,Aug,Jan,Feb,Sep,Jul,Apr,Jun,Mar,0
6/11/2015,0.94%,May,Mar,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Aug,Oct,Aug,Feb,Feb,Oct,Jul,Apr,Jun,Mar,0
6/12/2015,-0.84%,May,Mar,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Aug,Mar,Sep,Feb,Feb,Oct,Jul,Apr,May,Mar,0
6/13/2015,0.36%,May,Apr,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Sep,Jul,Sep,Feb,Feb,Oct,Jul,Apr,May,Mar,0
6/16/2015,-0.12%,Jun,May,May,May,Jul,Jul,Nov,Sep,Dec,Mar,Oct,Jul,Sep,Mar,Feb,Nov,Jul,Apr,May,Mar,0
6/17/2015,-0.31%,Jun,Jun,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Oct,Nov,Oct,Apr,Feb,Dec,Jul,Apr,May,Mar,0
6/18/2015,0.02%,Jun,Jun,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Oct,Mar,Oct,Apr,Feb,Dec,Jul,Apr,Apr,Mar,0
6/19/2015,2.02%,Jun,Jul,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Oct,Jul,Oct,Apr,Feb,Dec,Jul,Apr,Apr,Mar,1
6/20/2015,0.13%,Jun,Jul,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Nov,Nov,Oct,May,Feb,Dec,Jul,Apr,Apr,Mar,0
6/23/2015,-1.49%,Jun,Aug,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Dec,Oct,Nov,Jun,Feb,Jan,Jul,Apr,Apr,Mar,-1
6/24/2015,-0.63%,Jun,Sep,Jun,May,Jul,Jul,Nov,Sep,Dec,Mar,Dec,Feb,Nov,Jul,Feb,Feb,Jul,Apr,Apr,Mar,0
6/25/2015,-0.36%,Jun,Sep,Jun,May,Jul,Jul,Nov,Sep,Nov,Mar,Dec,May,Nov,Jul,Mar,Feb,Jul,Apr,Mar,Mar,0
6/26/2015,-0.09%,Jun,Sep,Jun,May,Jul,Jul,Nov,Sep,Nov,Mar,Dec,Sep,Nov,Aug,Mar,Feb,Jul,Apr,Mar,Mar,0
6/27/2015,-0.18%,Jun,Oct,Jun,May,Jul,Jul,Nov,Sep,Nov,Mar,Jan,Jan,Dec,Aug,Mar,Feb,Jul,Apr,Mar,Mar,0
6/30/2015,0.47%,Jun,Nov,Jun,Jun,Jul,Jul,Nov,Sep,Nov,Mar,Feb,Dec,Dec,Oct,Mar,Mar,Jul,Apr,Mar,Mar,0
7/1/2015,-0.43%,Jun,Dec,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Feb,Apr,Jan,Oct,Mar,Apr,Jul,Apr,Feb,Mar,0
7/2/2015,-0.26%,Jun,Dec,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Feb,Aug,Jan,Nov,Mar,Apr,Jul,Apr,Feb,Mar,0
7/3/2015,-0.24%,Jun,Dec,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Feb,Dec,Jan,Nov,Mar,Apr,Jul,Apr,Feb,Mar,0
7/4/2015,0.23%,Jun,Jan,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Mar,Apr,Jan,Dec,Mar,May,Jul,Apr,Feb,Mar,0
7/7/2015,-0.17%,Jun,Feb,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Apr,Apr,Feb,Jan,Mar,May,Jul,Apr,Jan,Mar,0
7/8/2015,-0.84%,Jun,Mar,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Apr,Sep,Feb,Feb,Mar,Jun,Jul,Apr,Jan,Mar,0
7/9/2015,0.19%,Jun,Mar,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Apr,Jan,Feb,Mar,Mar,Jun,Jul,Apr,Jan,Mar,0
7/10/2015,0.50%,Jun,Apr,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,Apr,May,Feb,Mar,Mar,Jun,Jul,Apr,Jan,Mar,0
7/11/2015,-0.43%,Jun,Apr,Jun,Jun,Jul,Aug,Nov,Sep,Nov,Mar,May,Oct,Mar,Apr,Mar,Jun,Jul,Apr,Jan,Mar,0
7/14/2015,-0.46%,Jun,Jun,Jun,Jun,Aug,Aug,Nov,Sep,Nov,Apr,Jun,Oct,Mar,May,Apr,Jun,Jul,Mar,Dec,Apr,0
7/15/2015,0.29%,Jun,Jun,Jun,Jun,Aug,Aug,Nov,Sep,Nov,Apr,Jun,Feb,Mar,Jun,Apr,Jun,Jul,Mar,Dec,Apr,0
7/16/2015,-0.86%,Jun,Jun,Jun,Jun,Aug,Aug,Nov,Sep,Nov,Apr,Jun,Jun,Apr,Jun,Apr,Jul,Jul,Mar,Dec,Apr,0
7/17/2015,-0.26%,Jun,Jul,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Jun,Oct,Apr,Jul,Apr,Jul,Jul,Mar,Dec,Apr,0
7/18/2015,-1.01%,Jul,Jul,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Jul,Feb,Apr,Aug,Apr,Jul,Jul,Mar,Dec,Apr,-1
7/21/2015,-2.49%,Jul,Sep,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Aug,Jan,May,Sep,Apr,Jul,Jul,Mar,Nov,Apr,-1
7/22/2015,0.09%,Jul,Sep,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Aug,Apr,May,Oct,Apr,Jul,Jul,Mar,Nov,Apr,0
7/23/2015,-1.54%,Jul,Sep,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Aug,Aug,May,Oct,Apr,Jul,Jul,Mar,Nov,Apr,-1
7/24/2015,0.81%,Jul,Oct,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Aug,Dec,May,Nov,Apr,Jul,Jul,Mar,Nov,Apr,0
7/25/2015,-1.51%,Jul,Oct,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Sep,Mar,May,Dec,Apr,Jul,Jul,Mar,Nov,Apr,-1
7/28/2015,1.78%,Jul,Nov,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Oct,Feb,Jun,Jan,May,Jul,Jul,Mar,Oct,Apr,1
7/29/2015,-0.35%,Jul,Dec,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Oct,Jun,Jun,Feb,May,Jul,Jul,Mar,Oct,Apr,0
7/30/2015,-0.54%,Jul,Dec,Jun,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Oct,Oct,Jun,Feb,May,Aug,Jul,Mar,Oct,Apr,0
7/31/2015,-0.25%,Jul,Jan,Jul,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Oct,Feb,Jul,Mar,May,Aug,Jul,Mar,Oct,Apr,0
8/1/2015,1.00%,Jul,Jan,Jul,Jul,Aug,Aug,Nov,Sep,Nov,Apr,Nov,Jul,Jul,Mar,May,Aug,Jul,Mar,Sep,Apr,1
8/4/2015,-0.59%,Jul,Mar,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Dec,Jul,Jul,May,May,Aug,Jul,Mar,Sep,Apr,0
8/5/2015,-0.11%,Jul,Mar,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Dec,Dec,Aug,May,May,Aug,Jul,Mar,Sep,Apr,0
8/6/2015,-0.51%,Jul,Apr,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Dec,Apr,Aug,Jun,May,Jul,Jul,Mar,Sep,Apr,0
8/7/2015,0.43%,Jul,Apr,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Dec,Aug,Aug,Jul,May,Jul,Jul,Mar,Sep,Apr,0
8/8/2015,0.34%,Jul,Apr,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Jan,Dec,Aug,Jul,May,Jul,Jul,Mar,Aug,Apr,0
8/11/2015,0.32%,Jul,Jun,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Feb,Jan,Sep,Aug,May,Jul,Jul,Mar,Aug,Apr,0
8/12/2015,1.03%,Jul,Jun,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Feb,May,Sep,Sep,Jun,Jul,Jul,Mar,Aug,Apr,1
8/13/2015,0.97%,Jul,Jul,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Feb,Sep,Sep,Sep,Jun,Jul,Jul,Mar,Aug,Apr,0
8/14/2015,-0.20%,Jul,Jul,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Feb,Dec,Sep,Oct,Jun,Jul,Jul,Mar,Jul,Apr,0
8/15/2015,0.13%,Jul,Aug,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Mar,Apr,Sep,Oct,Jun,Jul,Jul,Mar,Jul,Apr,0
8/18/2015,0.05%,Aug,Sep,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Apr,Mar,Oct,Nov,Jun,Jun,Jul,Mar,Jul,Apr,0
8/19/2015,-0.66%,Aug,Sep,Jul,Aug,Aug,Aug,Nov,Sep,Nov,Apr,Apr,Jul,Oct,Dec,Jun,Jun,Jul,Mar,Jul,Apr,0
8/20/2015,1.32%,Aug,Oct,Jul,Aug,Aug,Aug,Nov,Sep,Oct,Apr,Apr,Oct,Oct,Dec,Jun,Jun,Jul,Mar,Jun,Apr,1
8/21/2015,1.91%,Aug,Oct,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Apr,Feb,Nov,Apr,Jun,Jun,Jul,Mar,Jun,Apr,1
8/22/2015,0.77%,Aug,Oct,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,May,Jun,Nov,Jan,Jun,Jun,Jul,Mar,Jun,Apr,0
8/25/2015,0.86%,Aug,Dec,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Jun,May,Nov,Feb,Jun,May,Jul,Mar,Jun,Apr,0
8/26/2015,-2.49%,Aug,Dec,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Jun,Sep,Dec,Feb,Jul,May,Jul,Mar,Jun,Apr,-1
8/27/2015,-1.47%,Aug,Jan,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Jun,Jan,Dec,Mar,Jul,May,Jul,Mar,May,Apr,-1
8/28/2015,-0.16%,Aug,Jan,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Jun,May,Dec,Mar,Jul,Apr,Jul,Mar,May,Apr,0
8/29/2015,1.43%,Aug,Jan,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Jul,Sep,Dec,Mar,Jul,Apr,Jul,Mar,May,Apr,1
9/1/2015,0.00%,Aug,Mar,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Aug,Oct,Jan,Mar,Jul,Apr,Jul,Mar,May,Apr,0
9/2/2015,0.64%,Aug,Mar,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Aug,Feb,Jan,Mar,Jul,Apr,Jul,Mar,Apr,Apr,0
9/3/2015,-0.40%,Aug,Apr,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Aug,Jul,Jan,Mar,Jul,Apr,Jul,Mar,Apr,Apr,0
9/4/2015,-0.86%,Aug,Apr,Jul,Sep,Aug,Aug,Nov,Sep,Oct,Apr,Aug,Nov,Jan,Mar,Jul,Apr,Jul,Mar,Apr,Apr,0
9/5/2015,-0.86%,Aug,May,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Apr,Sep,Mar,Jan,Mar,Jul,Mar,Jul,Mar,Apr,Apr,0
9/8/2015,0.11%,Aug,Jun,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Oct,Mar,Feb,Mar,Jul,Mar,Jul,Mar,Mar,Mar,0
9/9/2015,0.15%,Aug,Jul,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Oct,Jul,Feb,Mar,Jul,Mar,Jul,Mar,Mar,Mar,0
9/10/2015,-1.01%,Aug,Jul,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Oct,Nov,Feb,Mar,Aug,Mar,Jul,Mar,Mar,Mar,-1
9/11/2015,-0.03%,Aug,Jul,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Oct,Mar,Mar,Feb,Aug,Mar,Jul,Mar,Mar,Mar,0
9/12/2015,-0.83%,Aug,Aug,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Nov,Jul,Mar,Feb,Aug,Mar,Jul,Mar,Mar,Mar,0
9/15/2015,0.41%,Aug,Sep,Jul,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Dec,Jun,Mar,Jan,Aug,Mar,Jul,Feb,Feb,Mar,0
9/16/2015,0.10%,Aug,Sep,Aug,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Dec,Sep,Apr,Jan,Aug,Mar,Jul,Feb,Feb,Mar,0
9/17/2015,1.05%,Aug,Oct,Aug,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Dec,Jan,Apr,Jan,Aug,Mar,Jul,Feb,Feb,Mar,1
9/18/2015,-0.01%,Aug,Oct,Aug,Sep,Aug,Jul,Nov,Sep,Oct,Mar,Dec,May,Apr,Jan,Aug,Mar,Jul,Feb,Feb,Mar,0
9/19/2015,2.15%,Sep,Nov,Aug,Aug,Aug,Jul,Nov,Sep,Oct,Mar,Jan,Aug,Apr,Dec,Aug,Mar,Jul,Feb,Feb,Mar,1
9/22/2015,-0.72%,Sep,Dec,Aug,Aug,Aug,Jul,Nov,Sep,Oct,Mar,Feb,Aug,May,Dec,Aug,Mar,Jul,Feb,Jan,Mar,0
9/23/2015,-0.91%,Sep,Dec,Aug,Aug,Aug,Jul,Nov,Sep,Oct,Mar,Feb,Dec,May,Dec,Aug,Mar,Jul,Feb,Jan,Mar,0
9/24/2015,0.75%,Sep,Jan,Aug,Aug,Aug,Aug,Nov,Sep,Oct,Mar,Feb,Apr,May,Nov,Aug,Apr,Jul,Feb,Jan,Mar,0
