Full date (TH),% change,A1,A2,A3,A4,A5,A6,A7,A8,A9,A0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B0,Label
12/2/1989,1.40%,Nov,Dec,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Nov,Dec,May,May,Mar,Jan,Aug,Aug,Dec,May,1
12/5/1989,-1.27%,Nov,Feb,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Dec,Dec,Jun,Jun,Feb,Feb,Aug,Aug,Dec,May,-1
12/6/1989,-1.19%,Nov,Feb,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Dec,Apr,Jun,Jul,Feb,Feb,Aug,Aug,Dec,May,-1
12/7/1989,-0.22%,Nov,Mar,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jan,Aug,Jun,Jul,Feb,Mar,Aug,Aug,Dec,May,0
12/8/1989,0.78%,Nov,Mar,Oct,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jan,Dec,Jun,Jul,Feb,Mar,Aug,Aug,Nov,May,0
12/9/1989,0.83%,Nov,Apr,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jan,Apr,Jul,Aug,Feb,Mar,Aug,Aug,Nov,May,0
12/12/1989,1.50%,Nov,May,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Feb,May,Jul,Sep,Feb,Mar,Aug,Aug,Nov,May,1
12/13/1989,0.00%,Nov,May,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Sep,Jul,Sep,Feb,Apr,Aug,Aug,Nov,May,0
12/14/1989,-0.60%,Nov,Jun,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Feb,Aug,Sep,Feb,Apr,Aug,Aug,Oct,May,0
12/15/1989,-1.09%,Nov,Jun,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Jun,Aug,Sep,Feb,Apr,Aug,Aug,Oct,May,-1
12/16/1989,1.04%,Nov,Jul,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Oct,Aug,Sep,Feb,Apr,Aug,Aug,Oct,May,1
12/19/1989,-1.27%,Dec,Aug,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Apr,Oct,Sep,Sep,Feb,Apr,Aug,Aug,Oct,May,-1
12/20/1989,1.20%,Dec,Sep,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,May,Feb,Sep,Oct,Feb,Apr,Aug,Aug,Sep,May,1
12/21/1989,0.00%,Dec,Sep,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,May,May,Sep,Oct,Feb,Apr,Sep,Aug,Sep,May,0
12/22/1989,0.15%,Dec,Sep,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,May,Sep,Sep,Oct,Feb,May,Sep,Aug,Sep,May,0
12/23/1989,0.00%,Dec,Oct,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jun,Jan,Sep,Sep,Feb,May,Sep,Aug,Sep,May,0
12/26/1989,0.00%,Dec,Nov,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jun,Nov,Oct,Sep,Feb,May,Sep,Aug,Sep,May,0
12/27/1989,0.00%,Dec,Nov,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jul,Mar,Oct,Sep,Feb,May,Sep,Aug,Aug,May,0
12/28/1989,-1.69%,Dec,Dec,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jul,Jul,Oct,Aug,Jan,May,Sep,Aug,Aug,May,-1
12/29/1989,-1.82%,Dec,Dec,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jul,Nov,Nov,Aug,Jan,May,Sep,Aug,Aug,May,-1
12/30/1989,0.00%,Dec,Jan,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Aug,Feb,Nov,Aug,Jan,May,Sep,Aug,Aug,May,0
1/2/1990,0.00%,Dec,Feb,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Sep,Feb,Dec,Jul,Jan,May,Sep,Aug,Jul,May,0
1/3/1990,0.10%,Dec,Mar,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Sep,Jul,Dec,Jul,Jan,May,Sep,Aug,Jul,Jun,0
1/4/1990,-1.00%,Dec,Mar,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Sep,Nov,Dec,Jun,Jan,Jun,Sep,Aug,Jul,Jun,-1
1/5/1990,0.38%,Dec,Mar,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Oct,Mar,Dec,Jun,Jan,Jun,Sep,Aug,Jul,Jun,0
1/6/1990,2.14%,Dec,Apr,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Oct,Jul,Dec,Jun,Jan,Jun,Sep,Aug,Jul,Jun,1
1/9/1990,-0.10%,Dec,May,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Nov,Aug,Jan,May,Jan,Jun,Sep,Aug,Jun,Jun,0
1/10/1990,-0.28%,Dec,Jun,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Nov,Dec,Jan,May,Jan,Jun,Sep,Aug,Jun,Jun,0
1/11/1990,1.40%,Dec,Jun,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Nov,Apr,Jan,May,Jan,Jun,Sep,Aug,Jun,Jun,1
1/12/1990,0.73%,Dec,Jul,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Dec,Sep,Feb,May,Jan,Jun,Sep,Aug,Jun,Jun,0
1/13/1990,1.01%,Dec,Jul,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Dec,Jan,Feb,May,Jan,Jun,Sep,Aug,Jun,Jun,1
1/16/1990,-0.16%,Jan,Aug,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jan,Dec,Mar,Jun,Jan,May,Sep,Jul,May,Jun,0
1/17/1990,-0.69%,Jan,Sep,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Jan,Apr,Mar,Jun,Jan,May,Sep,Jul,May,Jun,0
1/18/1990,-0.57%,Jan,Sep,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Feb,Aug,Mar,Jun,Jan,May,Oct,Jul,May,Jun,0
1/19/1990,0.73%,Jan,Oct,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Feb,Nov,Mar,Jun,Jan,May,Oct,Jul,May,Jun,0
1/20/1990,-1.15%,Jan,Oct,Nov,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Feb,Mar,Mar,Jun,Jan,May,Oct,Jul,May,Jun,-1
1/23/1990,-0.65%,Jan,Nov,Dec,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Feb,Apr,Jul,Dec,May,Oct,Jul,Apr,Jun,0
1/24/1990,0.55%,Jan,Dec,Dec,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Mar,Jun,Apr,Jul,Dec,Apr,Oct,Jul,Apr,Jun,0
1/25/1990,3.06%,Jan,Dec,Dec,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Apr,Sep,May,Aug,Dec,Apr,Oct,Jul,Apr,Jun,1
1/26/1990,-1.21%,Jan,Jan,Dec,Dec,Jun,Jan,Dec,Jan,Aug,Dec,Apr,Jan,May,Aug,Dec,Apr,Oct,Jul,Apr,Jun,-1
1/27/1990,0.57%,Jan,Jan,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,Apr,May,May,Aug,Dec,Apr,Oct,Jul,Mar,Jun,0
1/30/1990,0.18%,Jan,Feb,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,May,May,Jun,Oct,Dec,Mar,Oct,Jul,Mar,Jun,0
1/31/1990,-0.14%,Jan,Mar,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Sep,Jun,Oct,Dec,Mar,Oct,Jul,Mar,Jun,0
2/1/1990,-0.74%,Jan,Mar,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Feb,Jun,Oct,Dec,Mar,Oct,Jul,Mar,Jun,0
2/2/1990,0.18%,Jan,Apr,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Jun,Jun,Nov,Dec,Mar,Oct,Jul,Feb,Jun,0
2/3/1990,0.52%,Jan,Apr,Dec,Dec,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Oct,Jun,Nov,Dec,Mar,Oct,Jul,Feb,Jun,0
2/6/1990,1.21%,Jan,Jun,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Jul,Nov,Jul,Jan,Dec,Mar,Oct,Jul,Feb,Jun,1
2/7/1990,-0.46%,Jan,Jun,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Aug,Mar,Jul,Jan,Dec,Mar,Oct,Jul,Feb,Jun,0
2/8/1990,0.64%,Jan,Jul,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Aug,Jul,Jul,Feb,Dec,Mar,Oct,Jul,Feb,Jun,0
2/9/1990,-1.36%,Jan,Jul,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Aug,Nov,Aug,Feb,Dec,Mar,Oct,Jul,Jan,Jun,-1
2/10/1990,-0.60%,Jan,Jul,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Sep,Mar,Aug,Mar,Dec,Feb,Oct,Jul,Jan,Jun,0
2/13/1990,0.81%,Feb,Sep,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Oct,Mar,Aug,Apr,Dec,Feb,Oct,Jul,Jan,Jun,0
2/14/1990,-0.19%,Feb,Sep,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Oct,Jul,Sep,May,Dec,Feb,Oct,Jul,Jan,Jun,0
2/15/1990,-0.83%,Feb,Oct,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Oct,Oct,Sep,May,Dec,Feb,Oct,Jul,Dec,Jun,0
2/16/1990,0.49%,Feb,Oct,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Oct,Feb,Sep,Jun,Dec,Feb,Oct,Jul,Dec,Jun,0
2/17/1990,-0.04%,Feb,Oct,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Nov,Jun,Sep,Jun,Dec,Feb,Nov,Jul,Dec,Jun,0
2/20/1990,0.00%,Feb,Dec,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Dec,May,Oct,Aug,Dec,Mar,Nov,Jul,Dec,Jun,0
2/21/1990,0.83%,Feb,Dec,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Dec,Aug,Oct,Aug,Dec,Mar,Nov,Jul,Nov,Jun,0
2/22/1990,0.01%,Feb,Dec,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Dec,Dec,Oct,Sep,Dec,Mar,Nov,Jul,Nov,Jun,0
2/23/1990,-0.56%,Feb,Jan,Dec,Jan,Jun,Jan,Dec,Jan,Jul,Dec,Jan,Apr,Nov,Sep,Dec,Mar,Nov,Jul,Nov,Jun,0
2/24/1990,-0.43%,Feb,Jan,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Jan,Aug,Nov,Oct,Dec,Mar,Nov,Jul,Nov,Jun,0
2/27/1990,-1.09%,Feb,Mar,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Feb,Aug,Nov,Dec,Dec,Mar,Nov,Jul,Oct,Jun,-1
2/28/1990,-0.91%,Feb,Mar,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Feb,Dec,Dec,Dec,Dec,Mar,Nov,Jul,Oct,Jun,0
3/1/1990,0.04%,Feb,Apr,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Feb,Apr,Dec,Jan,Dec,Mar,Nov,Jul,Oct,Jun,0
3/2/1990,-0.34%,Feb,Apr,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Mar,Sep,Dec,Jan,Dec,Mar,Nov,Jul,Oct,Jun,0
3/3/1990,-0.31%,Feb,May,Dec,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Mar,Jan,Dec,Feb,Dec,Mar,Nov,Jul,Oct,Jun,0
3/6/1990,-0.46%,Feb,Jun,Jan,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Apr,Feb,Jan,Apr,Dec,Apr,Nov,Jul,Sep,Jun,0
3/7/1990,0.53%,Feb,Jun,Jan,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Apr,Jun,Jan,Apr,Dec,Apr,Nov,Jul,Sep,Jun,0
3/8/1990,-1.20%,Feb,Jul,Jan,Feb,Jun,Jan,Dec,Jan,Jul,Dec,Apr,Oct,Jan,May,Dec,Apr,Nov,Jul,Sep,Jun,-1
3/9/1990,0.05%,Feb,Jul,Jan,Feb,Jun,Jan,Dec,Jan,Jul,Dec,May,Feb,Feb,May,Dec,Apr,Nov,Jul,Sep,Jun,0
3/10/1990,-0.35%,Feb,Aug,Jan,Feb,Jun,Jan,Dec,Jan,Jul,Dec,May,Jun,Feb,Jun,Dec,Apr,Nov,Jul,Sep,Jun,0
3/13/1990,0.49%,Feb,Sep,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Jun,Mar,Jul,Dec,Apr,Nov,Jul,Aug,Jun,0
3/14/1990,-1.00%,Feb,Sep,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Jun,Sep,Mar,Aug,Dec,May,Nov,Jul,Aug,Jun,0
3/15/1990,0.38%,Mar,Oct,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Jul,Jan,Mar,Aug,Dec,May,Nov,Jul,Aug,Jun,0
3/16/1990,0.19%,Mar,Oct,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Jul,May,Mar,Sep,Dec,May,Nov,Jul,Aug,Jun,0
3/17/1990,0.29%,Mar,Nov,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Jul,Aug,Mar,Sep,Dec,May,Nov,Jul,Aug,Jun,0
3/20/1990,0.36%,Mar,Dec,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Aug,Jul,Apr,Nov,Dec,Jun,Nov,Jun,Jul,Jun,0
3/21/1990,-0.61%,Mar,Dec,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Aug,Nov,Apr,Nov,Dec,Jun,Nov,Jun,Jul,Jun,0
3/22/1990,-1.91%,Mar,Jan,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Sep,Mar,May,Dec,Dec,Jun,Nov,Jun,Jul,Jun,-1
3/23/1990,0.00%,Mar,Jan,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Sep,Jun,May,Dec,Dec,Jul,Nov,Jun,Jul,Jun,0
3/24/1990,0.38%,Mar,Feb,Jan,Mar,Jun,Jan,Dec,Jan,Jul,Dec,Sep,Oct,May,Jan,Dec,Jul,Nov,Jun,Jul,Jun,0
3/27/1990,-5.91%,Mar,Mar,Jan,Mar,Jun,Jan,Dec,Jan,Jun,Dec,Oct,Nov,Jun,Feb,Dec,Aug,Nov,Jun,Jun,Jun,-1
3/28/1990,-0.61%,Mar,Mar,Jan,Mar,Jun,Jan,Dec,Jan,Jun,Dec,Oct,Mar,Jun,Mar,Dec,Aug,Nov,Jun,Jun,Jun,0
3/29/1990,1.09%,Mar,Apr,Jan,Mar,Jun,Jan,Dec,Jan,Jun,Dec,Nov,Jul,Jun,Mar,Dec,Sep,Nov,Jun,Jun,Jun,1
3/30/1990,-0.13%,Mar,Apr,Jan,Mar,Jun,Jan,Dec,Jan,Jun,Dec,Nov,Nov,Jun,Mar,Dec,Sep,Nov,Jun,Jun,Jun,0
3/31/1990,-0.81%,Mar,May,Jan,Apr,Jun,Jan,Dec,Jan,Jun,Dec,Nov,Apr,Jul,Apr,Dec,Sep,Nov,Jun,May,Jun,0
4/3/1990,-0.03%,Mar,Jun,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Dec,Apr,Jul,May,Dec,Oct,Dec,Jun,May,Jun,0
4/4/1990,1.79%,Mar,Jul,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jan,Sep,Aug,May,Dec,Oct,Dec,Jun,May,Jun,1
4/5/1990,-0.20%,Mar,Jul,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jan,Jan,Aug,May,Dec,Nov,Dec,Jun,May,Jun,0
4/6/1990,1.11%,Mar,Aug,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jan,May,Aug,Jun,Dec,Nov,Dec,Jun,Apr,Jun,1
4/7/1990,-0.18%,Mar,Aug,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jan,Sep,Aug,Jun,Dec,Nov,Dec,Jun,Apr,Jun,0
4/10/1990,-0.26%,Mar,Sep,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Feb,Aug,Sep,Jul,Jan,Dec,Dec,Jun,Apr,Jun,0
4/11/1990,-0.40%,Mar,Oct,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Mar,Dec,Sep,Jul,Jan,Dec,Dec,Jun,Apr,Jun,0
4/12/1990,-0.19%,Mar,Oct,Jan,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Mar,Mar,Sep,Jul,Jan,Jan,Dec,Jun,Mar,Jun,0
4/13/1990,0.27%,Mar,Nov,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Mar,Jul,Oct,Jul,Jan,Jan,Dec,Jun,Mar,Jun,0
4/14/1990,0.00%,Apr,Nov,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Apr,Nov,Oct,Jul,Jan,Jan,Dec,Jun,Mar,Jun,0
4/17/1990,0.00%,Apr,Dec,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Apr,Oct,Nov,Jul,Jan,Feb,Dec,Jun,Mar,Jun,0
4/18/1990,-0.40%,Apr,Jan,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,May,Jan,Nov,Jul,Jan,Feb,Dec,Jun,Mar,Jun,0
4/19/1990,0.20%,Apr,Jan,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,May,May,Nov,Jul,Jan,Mar,Dec,Jun,Feb,Jun,0
4/20/1990,0.27%,Apr,Jan,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,May,Sep,Nov,Jul,Jan,Mar,Dec,Jun,Feb,Jun,0
4/21/1990,0.07%,Apr,Feb,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jun,Jan,Nov,Jul,Jan,Mar,Dec,Jun,Feb,Jun,0
4/24/1990,-0.20%,Apr,Mar,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jun,Jan,Dec,Jun,Jan,Apr,Dec,Jun,Feb,Jun,0
4/25/1990,0.41%,Apr,Apr,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jul,Jun,Dec,Jun,Jan,May,Dec,Jun,Jan,Jun,0
4/26/1990,-1.42%,Apr,Apr,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jul,Oct,Dec,Jun,Jan,May,Dec,Jun,Jan,Jun,-1
4/27/1990,0.04%,Apr,May,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Jul,Feb,Jan,Jun,Jan,May,Dec,Jun,Jan,Jun,0
4/28/1990,0.00%,Apr,May,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Aug,Jul,Jan,May,Jan,May,Dec,Jun,Jan,Jun,0
5/1/1990,-1.04%,Apr,Jul,Feb,Apr,Jun,Feb,Dec,Jan,Jun,Dec,Aug,Jul,Feb,May,Feb,Jun,Dec,Jun,Dec,Jun,-1
5/2/1990,0.48%,Apr,Jul,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Sep,Nov,Feb,May,Feb,Jul,Dec,Jun,Dec,Jun,0
5/3/1990,0.03%,Apr,Aug,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Sep,Apr,Feb,May,Feb,Jul,Dec,Jun,Dec,Jun,0
5/4/1990,0.08%,Apr,Aug,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Sep,Jul,Feb,Apr,Feb,Jul,Dec,Jun,Dec,Jun,0
5/5/1990,0.38%,Apr,Aug,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Oct,Nov,Feb,Apr,Feb,Aug,Dec,Jun,Dec,Jun,0
5/8/1990,0.00%,Apr,Oct,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Nov,Nov,Mar,Apr,Feb,Sep,Dec,Jun,Nov,Jun,0
5/9/1990,-0.18%,Apr,Oct,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Nov,Feb,Mar,Apr,Feb,Sep,Dec,Jun,Nov,Jun,0
5/10/1990,-0.09%,Apr,Oct,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Nov,Jun,Apr,Apr,Feb,Sep,Dec,Jun,Nov,Jun,0
5/11/1990,0.39%,Apr,Nov,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Nov,Oct,Apr,May,Feb,Oct,Dec,Jun,Nov,Jun,0
5/12/1990,-0.86%,Apr,Nov,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Dec,Jan,Apr,May,Feb,Oct,Dec,Jun,Nov,Jun,0
5/15/1990,0.12%,May,Dec,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Jan,Dec,May,May,Feb,Nov,Dec,Jun,Oct,Jun,0
5/16/1990,-0.34%,May,Jan,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Jan,Apr,May,May,Feb,Dec,Dec,Jun,Oct,Jun,0
5/17/1990,0.57%,May,Jan,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Jan,Aug,May,Jun,Feb,Dec,Dec,Jun,Oct,Jun,0
5/18/1990,-0.18%,May,Feb,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Jan,Dec,May,Jun,Feb,Dec,Dec,Jun,Oct,Jun,0
5/19/1990,0.19%,May,Feb,Feb,Apr,Jun,Mar,Dec,Jan,Jun,Dec,Feb,Apr,Jun,Jun,Mar,Jan,Dec,Jun,Oct,Jun,0
5/22/1990,0.87%,May,Apr,Feb,Apr,Jun,Mar,Dec,Jan,May,Dec,Mar,Apr,Jun,Jul,Mar,Feb,Dec,May,Sep,Jun,0
5/23/1990,0.54%,May,Apr,Mar,Apr,Jun,Mar,Dec,Jan,May,Dec,Mar,Sep,Jul,Aug,Mar,Feb,Dec,May,Sep,Jun,0
5/24/1990,-2.83%,May,May,Mar,Apr,Jun,Mar,Dec,Jan,May,Dec,Mar,Jan,Jul,Aug,Mar,Mar,Dec,May,Sep,Jun,-1
5/25/1990,0.55%,May,May,Mar,Apr,Jun,Mar,Dec,Jan,May,Dec,Mar,May,Jul,Sep,Mar,Mar,Dec,May,Sep,Jun,0
5/26/1990,0.00%,May,May,Mar,Apr,Jun,Mar,Dec,Jan,May,Dec,Apr,Sep,Jul,Sep,Mar,Mar,Dec,May,Aug,Jun,0
5/29/1990,0.00%,May,Jul,Mar,Apr,Jun,Apr,Dec,Jan,May,Dec,May,Oct,Aug,Oct,Mar,Apr,Dec,May,Aug,Jun,0
5/30/1990,0.33%,May,Jul,Mar,Apr,Jun,Apr,Dec,Jan,May,Dec,May,Feb,Aug,Nov,Mar,May,Dec,May,Aug,Jun,0
5/31/1990,-0.35%,May,Aug,Mar,Apr,Jun,Apr,Dec,Jan,May,Dec,May,Jun,Aug,Nov,Mar,May,Dec,May,Aug,Jun,0
6/1/1990,-0.91%,May,Aug,Mar,Apr,Jun,Apr,Dec,Jan,May,Dec,May,Oct,Sep,Dec,Mar,May,Nov,May,Aug,Jun,0
6/2/1990,0.11%,May,Sep,Mar,Apr,Jun,Apr,Dec,Jan,May,Dec,Jun,Feb,Sep,Dec,Mar,Jun,Nov,May,Jul,Jun,0
6/5/1990,-1.76%,May,Oct,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Jul,Jan,Sep,Feb,Apr,Jul,Nov,May,Jul,Jun,-1
6/6/1990,0.29%,May,Oct,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Jul,May,Oct,Feb,Apr,Jul,Nov,May,Jul,Jun,0
6/7/1990,0.39%,May,Nov,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Jul,Sep,Oct,Mar,Apr,Aug,Nov,May,Jul,Jun,0
6/8/1990,-1.86%,May,Nov,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Jul,Dec,Oct,Mar,Apr,Aug,Nov,May,Jun,Jun,-1
6/9/1990,0.20%,May,Dec,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Aug,Apr,Oct,Apr,Apr,Aug,Nov,May,Jun,Jun,0
6/12/1990,0.34%,May,Jan,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Sep,Mar,Nov,May,Apr,Sep,Nov,May,Jun,Jun,0
6/13/1990,0.30%,May,Jan,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Sep,Jul,Nov,Jun,Apr,Oct,Nov,May,Jun,Jun,0
6/14/1990,-1.48%,May,Feb,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Sep,Nov,Dec,Jun,Apr,Oct,Nov,May,May,Jun,-1
6/15/1990,-1.33%,May,Feb,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Sep,Feb,Dec,Jul,Apr,Oct,Nov,May,May,Jun,-1
6/16/1990,0.30%,Jun,Mar,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Oct,Jul,Dec,Aug,Apr,Nov,Nov,May,May,Jun,0
6/19/1990,0.68%,Jun,Apr,Mar,May,Jun,Apr,Dec,Jan,May,Dec,Nov,Jul,Jan,Sep,May,Dec,Nov,May,May,Jun,0
6/20/1990,-0.17%,Jun,Apr,Mar,Jun,Jun,Apr,Dec,Jan,May,Dec,Nov,Nov,Jan,Oct,May,Dec,Nov,May,May,Jun,0
6/21/1990,-0.50%,Jun,May,Mar,Jun,Jun,Apr,Dec,Jan,May,Dec,Nov,Apr,Jan,Oct,May,Dec,Nov,May,Apr,Jun,0
6/22/1990,0.82%,Jun,May,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Nov,Aug,Feb,Nov,May,Jan,Nov,May,Apr,Jun,0
6/23/1990,-0.39%,Jun,Jun,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Dec,Dec,Feb,Dec,May,Jan,Nov,May,Apr,Jun,0
6/26/1990,1.44%,Jun,Jul,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Jan,Jan,Feb,Jan,May,Feb,Nov,May,Apr,Jun,1
6/27/1990,-1.15%,Jun,Aug,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Jan,May,Mar,Feb,May,Feb,Nov,May,Mar,Jun,-1
6/28/1990,0.37%,Jun,Aug,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Jan,Sep,Mar,Feb,May,Mar,Nov,May,Mar,Jun,0
6/29/1990,0.47%,Jun,Sep,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Jan,Jan,Mar,Mar,May,Mar,Nov,May,Mar,Jun,0
6/30/1990,-0.03%,Jun,Sep,Mar,Jun,Jun,May,Dec,Jan,May,Dec,Feb,May,Mar,Apr,May,Apr,Nov,May,Mar,Jun,0
7/3/1990,1.48%,Jun,Oct,Apr,Jun,Jun,May,Dec,Jan,May,Dec,Mar,Apr,Apr,May,May,May,Nov,May,Feb,Jun,1
